,project,name,join date,last active,timezone,worktime,duration,followers,total commits,collaborations,authored files,languages,commit rate,code commits,code commit rate,non code commits,non code commit rate,code contribution,code contribution rate,code contribution density,total issues,issue participated,issue comments received,issue solved,issue solving ratio,issue solving rate,issue contribution,issue contribution rate,total pull requests,pr participated,pr reviewed,pr merged,pr approval ratio,pr comments received,pr contribution,pr contribution rate
15,scikit-learn,jakevdp,2010-02-05 19:37:25,2021-10-02 20:08:30,-7,8,4258,17546,346,110,806,5,0.0812588069516204,307,0.0720995772663222,39,0.0091592296852982,838175,196.84711131986847,2422.471098265896,18,115,9.055555555555555,12,0.1043478260869565,0.0028182245185533,30,0.0070455612963832,62,132,2,41,0.6612903225806451,14.82258064516129,64,0.015030530765617662
16,scikit-learn,jeremiedbb,2018-06-01 14:14:54,2023-12-22 09:40:08,2,17,2030,84,332,578,703,5,0.1635467980295566,279,0.1374384236453202,53,0.0261083743842364,59475,29.29802955665025,179.14156626506025,44,525,8.704545454545455,4,0.0076190476190476,0.0019704433497536,48,0.0236453201970443,371,2051,1265,344,0.9272237196765498,9.1455525606469,1636,0.8059113300492611
17,scikit-learn,MechCoder,2013-10-02 20:43:02,2017-07-08 16:13:20,2,13,1375,411,313,238,314,5,0.2276363636363636,294,0.2138181818181818,19,0.0138181818181818,689022,501.1069090909091,2201.3482428115017,48,178,8.166666666666666,15,0.0842696629213483,0.0109090909090909,63,0.0458181818181818,115,459,20,81,0.7043478260869566,38.29565217391304,135,0.09818181818181818
18,scikit-learn,qinhanmin2014,2017-03-26 14:34:52,2020-02-01 08:07:41,8,22,1042,266,264,371,340,3,0.2533589251439539,187,0.1794625719769673,77,0.0738963531669865,10786,10.351247600767756,40.85606060606061,72,445,7.513888888888889,2,0.0044943820224719,0.0019193857965451,74,0.0710172744721689,201,939,613,184,0.9154228855721394,6.507462686567164,814,0.781190019193858
19,scikit-learn,NicolasHug,2017-01-03 10:22:50,2023-11-13 20:51:30,-4,11,2506,771,250,427,576,3,0.0997605746209098,200,0.0798084596967278,50,0.0199521149241819,49157,19.61572226656025,196.628,56,563,7.803571428571429,1,0.0017761989342806,0.0003990422984836,57,0.0227454110135674,290,1095,807,249,0.8586206896551725,16.455172413793104,1097,0.4377494014365523
20,scikit-learn,NelleV,2011-04-02 13:32:56,2020-09-07 15:31:29,2,17,3447,258,234,319,510,4,0.0678851174934725,186,0.0539599651871192,48,0.0139251523063533,81697,23.70089933275312,349.13247863247864,10,172,7.1,11,0.063953488372093,0.0031911807368726,21,0.0060922541340295,40,802,37,24,0.6,13.45,77,0.0223382651581085
21,scikit-learn,robertlayton,2011-07-12 01:39:54,2019-07-25 05:24:30,10,21,2936,117,233,40,742,5,0.0793596730245231,204,0.0694822888283378,29,0.0098773841961852,231756,78.93596730245231,994.6609442060086,8,16,9.625,0,0.0,0.0,8,0.0027247956403269,26,27,0,9,0.34615384615384615,29.73076923076923,26,0.008855585831062671
22,scikit-learn,adrinjalali,2014-01-24 14:38:49,2023-12-27 10:39:23,2,15,3624,419,220,709,891,4,0.0607064017660044,162,0.0447019867549668,58,0.0160044150110375,42975,11.858443708609272,195.3409090909091,82,965,7.878048780487805,0,0.0,0.0,82,0.0226269315673289,279,2752,990,245,0.8781362007168458,14.272401433691757,1269,0.35016556291390727
23,scikit-learn,bdholt1,2011-07-29 11:51:17,2013-03-02 18:35:38,1,10,583,102,186,17,561,5,0.3190394511149228,170,0.2915951972555746,16,0.0274442538593482,359809,617.1680960548885,1934.456989247312,1,15,13.0,0,0.0,0.0,1,0.0017152658662092,9,31,0,7,0.7777777777777778,54.55555555555556,9,0.015437392795883362
24,scikit-learn,ndawe,2011-04-08 07:00:07,2015-09-16 00:59:48,1,12,1622,151,142,30,188,4,0.0875462392108508,135,0.0832305795314426,7,0.0043156596794081,82375,50.786066584463626,580.1056338028169,7,14,5.285714285714286,0,0.0,0.0,7,0.0043156596794081,16,25,1,7,0.4375,64.5625,17,0.010480887792848335
25,scikit-learn,raghavrv,2014-11-04 11:26:09,2017-08-09 20:02:47,5,18,1010,183,140,220,328,4,0.1386138613861386,130,0.1287128712871287,10,0.0099009900990099,44355,43.915841584158414,316.82142857142856,25,268,11.88,7,0.0261194029850746,0.0069306930693069,32,0.0316831683168316,128,433,85,79,0.6171875,43.2578125,213,0.21089108910891088
26,scikit-learn,ahojnnes,2013-06-03 16:52:45,2016-10-19 22:42:46,2,23,1235,1520,137,16,24,1,0.1109311740890688,124,0.1004048582995951,13,0.0105263157894736,3243,2.625910931174089,23.67153284671533,0,1,0.0,0,0.0,0.0,0,0.0,6,4,0,2,0.3333333333333333,58.166666666666664,6,0.004858299595141701
27,scikit-learn,rth,2016-08-28 17:08:13,2023-07-05 15:48:00,2,14,2502,407,134,626,496,4,0.0535571542765787,117,0.0467625899280575,17,0.0067945643485211,30399,12.149880095923262,226.8582089552239,75,892,7.44,4,0.0044843049327354,0.0015987210231814,79,0.0315747402078337,149,1867,1199,122,0.8187919463087249,11.95973154362416,1348,0.5387689848121503
28,scikit-learn,jjerphan,2020-05-02 20:47:35,2023-12-20 21:34:57,1,15,1328,173,130,293,236,4,0.0978915662650602,100,0.0753012048192771,30,0.0225903614457831,25283,19.03840361445783,194.48461538461527,12,149,25.75,0,0.0,0.0,12,0.0090361445783132,166,970,571,134,0.8072289156626506,16.650602409638555,737,0.5549698795180723
29,scikit-learn,lucyleeow,2019-09-11 12:11:47,2023-12-27 06:01:24,2,19,1568,55,116,86,122,3,0.0739795918367346,90,0.0573979591836734,26,0.0165816326530612,7111,4.535076530612245,61.30172413793103,17,45,3.294117647058824,0,0.0,0.0,17,0.0108418367346938,130,95,29,118,0.9076923076923077,12.161538461538461,159,0.10140306122448979
30,scikit-learn,TomDLT,2015-04-24 14:18:44,2023-05-22 18:54:43,2,16,2951,213,113,538,587,5,0.0382921043713995,84,0.0284649271433412,29,0.0098271772280582,74780,25.340562521179265,661.7699115044247,20,479,8.2,13,0.0271398747390396,0.0044052863436123,33,0.0111826499491697,64,1332,459,55,0.859375,27.4375,523,0.177228058285327
31,scikit-learn,weilinear,2012-09-02 15:07:09,2013-02-24 07:18:47,8,15,175,147,109,24,29,1,0.6228571428571429,104,0.5942857142857143,5,0.0285714285714285,6169,35.25142857142857,56.59633027522936,1,24,7.0,3,0.125,0.0171428571428571,4,0.0228571428571428,12,17,0,4,0.3333333333333333,31.5,12,0.06857142857142857
32,scikit-learn,cmarmo,2019-09-09 12:20:02,2023-07-14 18:29:29,2,16,1405,68,105,495,199,4,0.0747330960854092,58,0.0412811387900355,47,0.0334519572953736,8260,5.879003558718861,78.66666666666667,34,991,3.852941176470588,1,0.0010090817356205,0.0007117437722419,35,0.0249110320284697,120,914,134,106,0.8833333333333333,17.7,254,0.1807829181494662
33,scikit-learn,clayw,2011-07-18 04:00:48,2015-03-06 20:55:07,-7,17,1328,32,103,14,661,5,0.0775602409638554,94,0.0707831325301204,9,0.0067771084337349,253289,190.7296686746988,2459.116504854369,0,2,0.0,0,0.0,0.0,0,0.0,3,1,0,2,0.6666666666666666,61.333333333333336,3,0.002259036144578313
34,scikit-learn,kemaleren,2013-04-21 11:41:28,2014-08-18 20:48:58,-4,17,485,23,100,22,48,1,0.2061855670103092,96,0.1979381443298969,4,0.0082474226804123,5545,11.43298969072165,55.45,0,3,0.0,0,0.0,0.0,0,0.0,8,2,0,1,0.125,38.25,8,0.016494845360824743
35,scikit-learn,lorentzenchr,2015-10-26 13:12:21,2023-12-27 22:09:24,2,15,2985,57,100,214,160,3,0.033500837520938,86,0.0288107202680067,14,0.0046901172529313,23380,7.83249581239531,233.8,52,256,7.596153846153846,0,0.0,0.0,52,0.0174204355108877,131,567,374,117,0.8931297709923665,21.603053435114504,505,0.16917922948073702
36,scikit-learn,oddskool,2012-06-13 12:23:56,2015-04-01 12:37:26,2,9,1023,10,95,14,190,3,0.0928641251221896,58,0.0566959921798631,37,0.0361681329423264,24701,24.14565004887585,260.0105263157895,0,2,0.0,0,0.0,0.0,0,0.0,7,4,0,2,0.2857142857142857,41.42857142857143,7,0.006842619745845552
37,scikit-learn,AlexanderFabisch,2013-03-22 22:35:45,2019-10-16 08:18:50,1,8,2399,298,92,28,41,3,0.0383493122134222,85,0.035431429762401,7,0.0029178824510212,15251,6.357232180075031,165.77173913043478,6,20,5.0,3,0.15,0.0012505210504376,9,0.003751563151313,14,20,4,7,0.5,41.785714285714285,18,0.007503126302626094
38,scikit-learn,alextp,2010-11-22 10:16:24,2013-06-06 12:34:19,-3,9,928,569,87,16,173,4,0.09375,75,0.0808189655172413,12,0.0129310344827586,33999,36.636853448275865,390.7931034482759,0,5,0.0,0,0.0,0.0,0,0.0,4,11,0,2,0.5,45.75,4,0.004310344827586207
39,scikit-learn,bthirion,2010-03-03 10:59:23,2021-08-30 08:04:44,1,18,4198,163,85,75,626,5,0.0202477370176274,83,0.0197713196760362,2,0.0004764173415912,169629,40.40709861838971,1995.6352941176472,3,53,6.666666666666667,0,0.0,0.0,3,0.0007146260123868,3,113,3,3,1.0,35.0,6,0.0014292520247737017
40,scikit-learn,VirgileFritsch,2010-09-07 09:52:09,2014-03-12 13:31:43,2,17,1283,42,82,26,99,4,0.063912704598597,76,0.059236165237724,6,0.0046765393608729,14602,11.381137957911143,178.0731707317073,0,20,0.0,2,0.1,0.0015588464536243,2,0.0015588464536243,9,26,0,3,0.3333333333333333,17.11111111111111,9,0.007014809041309431
41,scikit-learn,hamsal,2014-03-11 02:22:54,2014-09-02 12:06:48,-4,10,176,17,82,23,20,1,0.4659090909090909,82,0.4659090909090909,0,0.0,3923,22.289772727272727,47.84146341463415,0,13,0.0,0,0.0,0.0,0,0.0,10,8,0,3,0.3,94.3,10,0.056818181818181816
42,scikit-learn,alfaro96,2019-11-27 19:38:06,2022-06-06 07:00:24,2,11,922,45,82,78,148,3,0.088937093275488,57,0.061822125813449,25,0.027114967462039,3460,3.752711496746204,42.19512195121951,17,86,5.764705882352941,0,0.0,0.0,17,0.0184381778741865,99,145,108,82,0.8282828282828283,8.666666666666666,207,0.2245119305856833
43,scikit-learn,dsullivan7,2013-08-17 16:40:28,2020-08-27 15:04:27,2,16,2567,23,82,23,471,5,0.0319439033891702,74,0.0288274250097389,8,0.0031164783794312,168722,65.72730814179977,2057.5853658536585,5,8,4.0,1,0.125,0.0003895597974289,6,0.0023373587845734,17,7,0,7,0.4117647058823529,35.64705882352941,17,0.006622516556291391
44,scikit-learn,Micky774,2022-01-06 23:59:43,2023-11-19 15:54:47,-4,16,682,32,79,130,162,3,0.1158357771260997,73,0.1070381231671554,6,0.0087976539589442,9905,14.523460410557185,125.37974683544304,11,90,3.909090909090909,0,0.0,0.0,11,0.0161290322580645,108,202,97,91,0.8425925925925926,16.324074074074073,205,0.30058651026392963
45,scikit-learn,ibayer,2012-03-04 12:35:52,2015-04-16 19:47:39,2,20,1139,61,72,14,80,3,0.0632133450395083,67,0.0588235294117647,5,0.0043898156277436,38164,33.50658472344161,530.0555555555555,1,4,2.0,0,0.0,0.0,1,0.0008779631255487,20,6,0,11,0.55,20.85,20,0.01755926251097454
46,scikit-learn,betatim,2015-04-02 09:51:30,2023-12-14 13:29:43,2,15,3179,636,71,156,110,1,0.0223340673167662,62,0.0195029883611198,9,0.0028310789556464,3445,1.0836741113557722,48.52112676056338,10,143,9.3,9,0.0629370629370629,0.0028310789556464,19,0.005976722239698,48,364,243,39,0.8125,17.0,291,0.09153821956590123
47,scikit-learn,Charlie-XIAO,2023-03-21 15:13:47,2023-12-27 05:09:20,8,5,281,29,68,46,90,1,0.2419928825622775,65,0.2313167259786477,3,0.0106761565836298,5567,19.81138790035587,81.86764705882354,6,39,4.5,0,0.0,0.0,6,0.0213523131672597,74,33,5,69,0.9324324324324325,7.824324324324325,79,0.28113879003558717
48,scikit-learn,genvalen,2020-06-06 20:11:49,2023-04-25 04:07:25,-4,5,1053,18,64,28,79,1,0.0607787274453941,64,0.0607787274453941,0,0.0,3612,3.4301994301994303,56.4375,1,7,5.0,0,0.0,0.0,1,0.0009496676163342,68,5,0,64,0.9411764705882353,5.0,68,0.06457739791073125
49,scikit-learn,FlorianWilhelm,2013-04-08 14:16:09,2019-10-17 10:49:26,2,20,2383,317,63,19,585,5,0.0264372639530004,59,0.02475870751154,4,0.0016785564414603,215340,90.36508602601762,3418.095238095238,4,2,12.25,0,0.0,0.0,4,0.0016785564414603,6,1,1,4,0.6666666666666666,52.0,7,0.0029374737725556023
50,scikit-learn,ronw,2010-07-03 01:26:57,2019-03-18 18:21:53,-4,17,3181,154,63,6,332,4,0.0198050927381326,61,0.0191763596353348,2,0.0006287331027978,80115,25.18547626532537,1271.6666666666667,0,2,0.0,0,0.0,0.0,0,0.0,0,4,0,0,0.0,0.0,0,0.0
51,scikit-learn,jmloyola,2018-03-27 11:38:22,2022-10-02 20:03:19,-3,6,1651,29,61,32,69,4,0.03694730466384,59,0.0357359176256814,2,0.0012113870381586,2592,1.5699576014536645,42.49180327868852,0,8,0.0,0,0.0,0.0,0,0.0,61,28,15,61,1.0,3.9508196721311477,76,0.04603270745003028
52,scikit-learn,ArturoAmorQ,2021-10-14 13:14:09,2023-11-27 09:35:16,2,18,774,38,59,89,91,2,0.0762273901808785,53,0.0684754521963824,6,0.0077519379844961,9189,11.872093023255816,155.74576271186442,8,26,5.875,0,0.0,0.0,8,0.0103359173126615,64,152,117,62,0.96875,18.96875,181,0.23385012919896642
53,scikit-learn,maheshakya,2013-07-21 17:20:01,2015-09-22 09:03:49,5,21,793,12,58,17,13,1,0.073139974779319,52,0.0655737704918032,6,0.0075662042875157,4209,5.307692307692308,72.56896551724138,4,20,6.5,0,0.0,0.0,4,0.0050441361916771,16,9,0,4,0.25,47.0625,16,0.0201765447667087
54,scikit-learn,satra,2010-10-23 23:04:24,2019-02-20 16:40:53,-5,21,3042,435,58,27,415,5,0.0190664036817883,53,0.0174227481919789,5,0.0016436554898093,97380,32.01183431952663,1678.9655172413793,9,20,4.888888888888889,2,0.1,0.0006574621959237,11,0.0036160420775805,10,24,1,6,0.6,22.2,11,0.003616042077580539
55,scikit-learn,mjbommar,2014-05-11 14:44:06,2020-05-12 02:00:57,-4,9,2193,156,51,29,44,2,0.0232558139534883,48,0.0218878248974008,3,0.0013679890560875,2270,1.035111719106247,44.50980392156863,4,17,6.25,2,0.1176470588235294,0.0009119927040583,6,0.0027359781121751,13,13,0,6,0.46153846153846156,25.615384615384617,13,0.005927952576379389
56,scikit-learn,franslarsson,2020-07-04 22:49:18,2021-11-26 16:40:55,2,10,510,1,49,18,67,2,0.096078431372549,49,0.096078431372549,0,0.0,2556,5.011764705882353,52.16326530612245,0,2,0.0,0,0.0,0.0,0,0.0,49,5,5,49,1.0,3.2244897959183674,54,0.10588235294117647
57,scikit-learn,nelson-liu,2015-11-23 03:16:19,2017-08-16 23:58:13,-7,16,633,628,49,128,126,3,0.0774091627172195,33,0.0521327014218009,16,0.0252764612954186,3552,5.611374407582939,72.48979591836735,25,115,6.88,2,0.017391304347826,0.0031595576619273,27,0.0426540284360189,53,175,35,43,0.8113207547169812,18.9811320754717,88,0.13902053712480253
58,scikit-learn,yarikoptic,2010-03-24 21:07:28,2023-06-01 12:40:23,-4,11,4817,407,46,133,129,4,0.0095495121444882,33,0.0068507369732198,13,0.0026987751712684,17377,3.607432011625493,377.7608695652174,30,80,8.2,1,0.0125,0.0002075980900975,31,0.0064355407930247,19,197,0,15,0.7894736842105263,4.578947368421052,19,0.003944363711853851
59,scikit-learn,OmarManzoor,2022-08-24 13:25:24,2023-12-06 13:19:08,5,14,469,14,46,69,86,2,0.0980810234541577,46,0.0980810234541577,0,0.0,6397,13.639658848614072,139.06521739130434,0,39,0.0,0,0.0,0.0,0,0.0,59,174,155,50,0.847457627118644,19.152542372881356,214,0.4562899786780384
60,scikit-learn,kastnerkyle,2013-06-28 15:31:00,2018-08-31 14:29:59,-5,10,1890,668,42,44,25,1,0.0222222222222222,27,0.0142857142857142,15,0.0079365079365079,1980,1.0476190476190477,47.142857142857146,9,47,5.111111111111111,4,0.0851063829787234,0.0021164021164021,13,0.0068783068783068,10,71,0,7,0.7,50.2,10,0.005291005291005291
61,scikit-learn,rprkh,2021-12-09 16:29:02,2023-11-21 16:36:45,5,18,713,8,42,22,57,2,0.0589060308555399,38,0.0532959326788218,4,0.005610098176718,1175,1.6479663394109396,27.976190476190474,0,30,0.0,0,0.0,0.0,0,0.0,46,0,0,42,0.9130434782608695,6.521739130434782,46,0.06451612903225806
62,scikit-learn,hlin117,2015-03-24 22:11:38,2019-04-15 16:42:37,-5,14,1483,33,41,58,29,1,0.0276466621712744,39,0.026298044504383,2,0.0013486176668914,1169,0.7882670262980445,28.51219512195122,30,27,8.4,14,0.5185185185185185,0.00944032366824,44,0.0296695886716115,27,24,6,15,0.5555555555555556,26.62962962962963,33,0.022252191503708697
63,scikit-learn,conradlee,2011-07-29 12:04:02,2014-04-02 08:55:25,2,10,978,18,39,16,175,4,0.0398773006134969,39,0.0398773006134969,0,0.0,44351,45.34867075664621,1137.2051282051282,11,0,8.909090909090908,0,0.0,0.0,11,0.0112474437627811,6,0,0,4,0.6666666666666666,21.666666666666668,6,0.006134969325153374
64,scikit-learn,cbrnr,2014-03-26 08:50:56,2018-07-10 05:43:08,1,16,1567,128,38,14,7,1,0.0242501595405232,35,0.0223356732610082,3,0.0019144862795149,1035,0.6604977664326739,27.23684210526316,2,5,14.0,0,0.0,0.0,2,0.0012763241863433,3,2,0,1,0.3333333333333333,77.33333333333333,3,0.0019144862795149968
65,scikit-learn,Titan-C,2014-10-23 17:21:05,2017-06-20 22:13:21,1,0,972,37,38,22,83,2,0.0390946502057613,24,0.0246913580246913,14,0.0144032921810699,6524,6.711934156378601,171.68421052631578,0,5,0.0,0,0.0,0.0,0,0.0,11,7,0,11,1.0,23.272727272727273,11,0.01131687242798354
66,scikit-learn,paolo-losi,2010-12-14 22:28:56,2013-05-20 15:44:38,2,12,888,46,38,20,43,3,0.0427927927927927,36,0.0405405405405405,2,0.0022522522522522,6896,7.765765765765765,181.4736842105264,3,6,9.0,0,0.0,0.0,3,0.0033783783783783,4,11,0,3,0.75,14.75,4,0.0045045045045045045
67,scikit-learn,NicolasTr,2013-03-26 09:03:19,2013-08-28 06:43:40,2,14,155,0,38,21,29,1,0.2451612903225806,35,0.2258064516129032,3,0.0193548387096774,7290,47.03225806451613,191.8421052631579,2,4,7.0,0,0.0,0.0,2,0.0129032258064516,10,2,0,4,0.4,39.5,10,0.06451612903225806
68,scikit-learn,marenwestermann,2020-03-12 16:33:17,2023-12-10 10:59:58,2,16,1368,28,37,43,70,1,0.0270467836257309,33,0.0241228070175438,4,0.0029239766081871,1347,0.9846491228070176,36.4054054054054,2,13,19.5,0,0.0,0.0,2,0.0014619883040935,44,27,3,38,0.8636363636363636,6.5227272727272725,47,0.03435672514619883
69,scikit-learn,zaxtax,2012-05-02 05:27:59,2015-02-03 23:39:48,-7,0,1008,190,37,12,21,3,0.0367063492063492,24,0.0238095238095238,13,0.0128968253968253,19015,18.8640873015873,513.918918918919,0,6,0.0,0,0.0,0.0,0,0.0,6,5,0,3,0.5,39.0,6,0.005952380952380952
70,scikit-learn,MaxwellLZH,2020-03-13 05:12:20,2023-05-31 16:06:09,8,17,1175,10,36,27,69,2,0.0306382978723404,34,0.0289361702127659,2,0.0017021276595744,1394,1.186382978723404,38.72222222222222,6,28,0.8333333333333334,0,0.0,0.0,6,0.0051063829787234,50,3,1,36,0.72,8.02,51,0.04340425531914894
71,scikit-learn,untom,2013-09-16 13:07:58,2016-09-02 13:45:26,2,23,1083,104,35,35,12,1,0.0323176361957525,33,0.0304709141274238,2,0.0018467220683287,1193,1.101569713758079,34.08571428571429,4,5,8.5,0,0.0,0.0,4,0.0036934441366574,15,9,0,7,0.4666666666666667,34.13333333333333,15,0.013850415512465374
72,scikit-learn,chyikwei,2013-09-21 23:09:42,2017-05-07 11:32:50,-4,0,1324,52,35,20,18,3,0.0264350453172205,33,0.0249244712990936,2,0.0015105740181268,16350,12.34894259818731,467.1428571428572,1,3,12.0,1,0.3333333333333333,0.0007552870090634,2,0.0015105740181268,8,1,0,5,0.625,35.875,8,0.006042296072507553
73,scikit-learn,yenchenlin,2015-12-07 00:55:00,2021-06-30 20:21:25,8,10,2033,2239,35,40,84,3,0.0172159370388588,34,0.0167240531234628,1,0.0004918839153959,2752,1.3536645351697,78.62857142857143,3,22,4.0,4,0.1818181818181818,0.0019675356615838,7,0.0034431874077717,50,18,0,33,0.66,19.6,50,0.02459419576979833
74,scikit-learn,trevorstephens,2014-09-06 16:57:55,2020-02-13 11:27:49,-8,18,1986,467,34,36,167,3,0.0171198388721047,30,0.0151057401812688,4,0.0020140986908358,13756,6.926485397784491,404.5882352941176,6,19,16.666666666666668,5,0.2631578947368421,0.0025176233635448,11,0.0055387713997985,25,16,0,20,0.8,17.24,25,0.012588116817724069
75,scikit-learn,Tialo,2023-07-29 17:15:19,2023-11-14 18:01:33,3,13,109,4,34,17,50,1,0.3119266055045872,33,0.3027522935779816,1,0.0091743119266055,1446,13.26605504587156,42.52941176470589,1,4,2.0,0,0.0,0.0,1,0.0091743119266055,35,5,3,35,1.0,4.0,38,0.3486238532110092
76,scikit-learn,lucidfrontier45,2012-01-02 10:45:59,2020-02-24 05:30:14,9,23,2975,93,34,20,307,4,0.0114285714285714,31,0.0104201680672268,3,0.0010084033613445,52035,17.490756302521007,1530.4411764705883,1,6,9.0,0,0.0,0.0,1,0.0003361344537815,5,3,0,2,0.4,50.8,5,0.0016806722689075631
77,scikit-learn,duchesnay,2011-01-21 10:37:11,2012-05-30 09:19:57,1,12,495,166,34,13,120,4,0.0686868686868686,32,0.0646464646464646,2,0.004040404040404,14769,29.83636363636364,434.38235294117646,0,5,0.0,0,0.0,0.0,0,0.0,1,7,0,1,1.0,22.0,1,0.00202020202020202
