Commit#,Author,Message,Time,Changed Files,Additions,Deletions,Parents,Number of Comments,Timezone
c9b7142a831a3eabbc248e72f98eb06a41428f88,tensorflower-gardener,"Merge pull request #16613 from haifeng-jin:tests

PiperOrigin-RevId: 451418750",2022-05-27 16:59:21,keras/tests/tracking_util_with_v1_optimizers_test.py keras/tests/automatic_outside_compilation_test.py keras/tests/tracking_util_test.py keras/tests/convert_to_constants_test.py keras/tests/temporal_sample_weights_correctness_test.py keras/tests/model_subclassing_compiled_test.py keras/tests/integration_test.py keras/tests/model_subclassing_test_util.py keras/tests/tracking_test.py,82,61,8878ccb8a1f8584016d352be0007e209620dd93d e023c3e59ecbb4c84894623a3aa0a418d6f7b7a9,0,-7
80ee2fa4e1db2dda14370110830db82be3eb97b7,haifeng-jin,resolve line-too-long in utils,2022-05-27 08:21:37,keras/utils/control_flow_util.py keras/utils/tf_utils.py keras/utils/metrics_utils.py keras/utils/dataset_utils.py keras/utils/text_dataset_test.py keras/utils/composite_tensor_support_test.py keras/utils/conv_utils.py keras/utils/audio_dataset_test.py keras/utils/traceback_utils.py keras/utils/generic_utils_test.py keras/utils/kernelized_utils.py keras/utils/data_utils.py keras/utils/generic_utils.py keras/utils/kernelized_utils_test.py keras/utils/audio_dataset.py keras/utils/losses_utils.py keras/utils/kpl_test_utils.py keras/utils/image_utils.py keras/utils/dataset_creator.py keras/utils/tf_inspect.py keras/utils/image_dataset.py keras/utils/metrics_utils_test.py keras/utils/layer_utils_test.py keras/utils/layer_utils.py keras/tools/pip_package/create_pip_helper.py keras/utils/image_dataset_test.py keras/utils/timeseries_dataset.py keras/utils/timeseries_dataset_test.py keras/utils/text_dataset.py keras/utils/vis_utils.py keras/utils/object_identity.py keras/utils/version_utils.py,612,515,c8b3de2eebcae8b69754710ed7249b879b51eda1,0,0
8878ccb8a1f8584016d352be0007e209620dd93d,tensorflower-gardener,"Merge pull request #16608 from haifeng-jin:premade_models

PiperOrigin-RevId: 451322832",2022-05-27 06:47:55,keras/premade_models/linear.py keras/premade_models/wide_deep.py,15,12,66c04d4669432694792ae5623d64afa0f2d57c3a ee4e6ec720941958833f022cddec708902f78c2d,0,-7
e023c3e59ecbb4c84894623a3aa0a418d6f7b7a9,haifeng-jin,resolve line-too-long in tests,2022-05-27 01:50:59,keras/tests/tracking_util_with_v1_optimizers_test.py keras/tests/automatic_outside_compilation_test.py keras/tests/tracking_util_test.py keras/tests/convert_to_constants_test.py keras/tests/temporal_sample_weights_correctness_test.py keras/tests/model_subclassing_compiled_test.py keras/tests/integration_test.py keras/tests/model_subclassing_test_util.py keras/tests/tracking_test.py,82,61,c8b3de2eebcae8b69754710ed7249b879b51eda1,0,0
37055edc159d9c851262bb657b0f3e1e2254a435,haifeng-jin,resolve line-too-long in testing_infra,2022-05-27 01:21:33,keras/testing_infra/test_utils.py keras/testing_infra/test_combinations.py keras/testing_infra/keras_doctest_lib.py,86,73,c8b3de2eebcae8b69754710ed7249b879b51eda1,0,0
b0ffc0031e9c1964e7398ca47c6666bbfc0d5086,haifeng-jin,resolve line-too-long in saving,2022-05-27 01:11:47,keras/saving/utils_v1/mode_keys.py keras/saving/saved_model/load.py keras/saving/saved_model/base_serialization.py keras/saving/utils_v1/export_utils.py keras/saving/hdf5_format.py keras/saving/saved_model_experimental_test.py keras/saving/saved_model/save_impl.py keras/saving/save_test.py keras/saving/saved_model/model_serialization.py keras/saving/saving_utils.py keras/saving/saved_model/order_preserving_set.py keras/saving/saved_model/revive_test.py keras/saving/save_weights_test.py keras/saving/saved_model_experimental.py keras/saving/experimental/saving_lib.py keras/saving/saving_utils_test.py keras/saving/pickle_utils_test.py keras/saving/utils_v1/export_output.py keras/saving/save.py keras/saving/saved_model/save.py keras/saving/saved_model/utils.py keras/saving/saved_model/saved_model_test.py keras/saving/saved_model/json_utils.py keras/saving/saved_model/layer_serialization.py keras/saving/experimental/saving_lib_test.py keras/saving/utils_v1/signature_def_utils.py keras/saving/saved_model/serialized_attributes.py,654,547,c8b3de2eebcae8b69754710ed7249b879b51eda1,0,0
7b5629dcf8d770e9e9fdc77ced3f87c8df0990a1,haifeng-jin,resolve line-too-long in preprocessing,2022-05-27 00:27:21,keras/preprocessing/image_test.py keras/preprocessing/image.py keras/preprocessing/text_test.py keras/preprocessing/text.py keras/preprocessing/sequence_test.py,198,180,c8b3de2eebcae8b69754710ed7249b879b51eda1,0,0
66c04d4669432694792ae5623d64afa0f2d57c3a,tensorflower-gardener,"Merge pull request #16606 from haifeng-jin:models

PiperOrigin-RevId: 451278055",2022-05-27 00:23:07,keras/models/sharpness_aware_minimization.py keras/models/cloning_test.py keras/models/cloning.py,73,65,f0fc6f798937a7a5fdab469c0f16bdde7cfc4ccd d3e1ae7cdff57a5cf91d6d80f7acbe0c7b62eb44,0,-7
ee4e6ec720941958833f022cddec708902f78c2d,haifeng-jin,resolve line-too-long in premade_models,2022-05-27 00:13:20,keras/premade_models/linear.py keras/premade_models/wide_deep.py,15,12,c8b3de2eebcae8b69754710ed7249b879b51eda1,0,0
d3e1ae7cdff57a5cf91d6d80f7acbe0c7b62eb44,tensorflower-gardener,"Merge pull request #16605 from haifeng-jin:mixed_precision

PiperOrigin-RevId: 451269419",2022-05-26 23:34:41,keras/mixed_precision/autocast_variable_test.py keras/mixed_precision/policy.py keras/mixed_precision/policy_test.py keras/mixed_precision/loss_scale_optimizer.py keras/mixed_precision/mixed_precision_graph_rewrite_test.py keras/mixed_precision/layer_test.py keras/mixed_precision/device_compatibility_check.py keras/mixed_precision/device_compatibility_check_test.py keras/mixed_precision/test_util.py keras/mixed_precision/loss_scale_optimizer_test.py keras/mixed_precision/model_test.py keras/mixed_precision/autocast_variable.py keras/mixed_precision/layer_correctness_test.py,510,449,ebb5e0e3f5e0b02cad2b54144022084301588ac5 c8b3de2eebcae8b69754710ed7249b879b51eda1,0,-7
bb7edcbc84c11b22aa9b885f910d949dd5e10891,m-ahmadi,Fix typo,2022-05-26 23:31:40,keras/engine/training.py,1,1,c8b3de2eebcae8b69754710ed7249b879b51eda1,0,4
f0fc6f798937a7a5fdab469c0f16bdde7cfc4ccd,haifeng-jin,resolve line-too-long in models,2022-05-26 22:53:06,keras/models/sharpness_aware_minimization.py keras/models/cloning_test.py keras/models/cloning.py,73,65,c8b3de2eebcae8b69754710ed7249b879b51eda1,0,0
ebb5e0e3f5e0b02cad2b54144022084301588ac5,haifeng-jin,resolve line-too-long in mixed_precision,2022-05-26 22:47:08,keras/mixed_precision/autocast_variable_test.py keras/mixed_precision/policy.py keras/mixed_precision/policy_test.py keras/mixed_precision/loss_scale_optimizer.py keras/mixed_precision/mixed_precision_graph_rewrite_test.py keras/mixed_precision/layer_test.py keras/mixed_precision/device_compatibility_check.py keras/mixed_precision/device_compatibility_check_test.py keras/mixed_precision/test_util.py keras/mixed_precision/loss_scale_optimizer_test.py keras/mixed_precision/model_test.py keras/mixed_precision/autocast_variable.py keras/mixed_precision/layer_correctness_test.py,510,449,b8c48898a3f316dda43231a39c21fc4a61aed3b1,0,0
