Commit#,Author,Message,Time,Changed Files,Additions,Deletions,Parents,Number of Comments,Timezone
2e70f6769ca9b9d0e859fbbd6854f3abc478897b,stillmatic,"six: remove all references (#3926)

* six: remove all references

ONNX has dropped python 2 support and does not need this anymore.

Signed-off-by: Chris Hua <hua.christopher@gmail.com>

* six: use bytes for binary_type

I misread the changes; the correct migration is binary_type -> bytes in python3.
Signed-off-by: Christopher Hua <chua@squareup.com>

* remove additional checks for Python version

no more need to check for Python 3

Signed-off-by: Christopher Hua <chua@squareup.com>

* remove unused import

Signed-off-by: Christopher Hua <chua@squareup.com>

Co-authored-by: Ashwini Khade <askhade@microsoft.com>
Co-authored-by: Chun-Wei Chen <jacky82226@gmail.com>",2022-01-19 19:28:55,onnx/checker.py onnx/shape_inference.py setup.py onnx/tools/update_model_dims.py onnx/backend/test/runner/__init__.py requirements.txt onnx/defs/gen_doc.py onnx/numpy_helper.py requirements-dev.txt README.md onnx/helper.py onnx/backend/base.py onnx/__init__.py tools/protoc-gen-mypy.py onnx/backend/test/case/base.py,28,51,793ddeda9e2de8b71bc2d1e6d957c4e6d1274e5c,0,-8
793ddeda9e2de8b71bc2d1e6d957c4e6d1274e5c,xadupre,"Update TreeEnsembleClassifier and TreeEnsembleRegressor to support tensor as attributes (#3897)

* update TreeEnsembleClassifier and TreeEnsembleRegressor

Signed-off-by: xavier dupré <xavier.dupre@gmail.com>

* change the type of another attribute

Signed-off-by: xavier dupré <xavier.dupre@gmail.com>

* add missing file

Signed-off-by: xavier dupré <xavier.dupre@gmail.com>

* update documentation

Signed-off-by: xavier dupré <xavier.dupre@gmail.com>

* eol

Signed-off-by: xavier dupré <xavier.dupre@gmail.com>

* add field with _as_tensor

Signed-off-by: xavier dupré <xavier.dupre@gmail.com>

* fix error messages

Signed-off-by: xavier dupré <xavier.dupre@gmail.com>

* fix error message

Signed-off-by: xavier dupré <xavier.dupre@gmail.com>

* fix missing change

Signed-off-by: xavier dupré <xavier.dupre@gmail.com>

Co-authored-by: xavier dupré <xavier.dupre@gmail.com>
Co-authored-by: G. Ramalingam <grama@microsoft.com>",2022-01-18 21:50:48,onnx/defs/operator_sets_ml.h onnx/defs/schema.h docs/Changelog-ml.md onnx/defs/traditionalml/defs.cc onnx/defs/traditionalml/old.cc docs/Operators-ml.md,574,16,4b1d3915aa96347a07f0c7efd08808e60684df35,0,1
4b1d3915aa96347a07f0c7efd08808e60684df35,xuzijian629,"Add explanation to run gtest (#3933)

Signed-off-by: Joe <joe@preferred.jp>

Co-authored-by: Ashwini Khade <askhade@microsoft.com>",2022-01-18 21:19:02,docs/CONTRIBUTING.md,6,0,67ca4ba9c7f82be5d119aac202516fa7161fbb52,0,9
67ca4ba9c7f82be5d119aac202516fa7161fbb52,jcwchen,"bump to 10.15 in azp (#3941)

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>",2022-01-13 23:30:31,.azure-pipelines/MacOS-CI.yml onnx/backend/base.py .github/workflows/weekly_mac_ci.yml,3,3,a161a0db3464710e6acf7f34989f005d806f576d,0,-8
a161a0db3464710e6acf7f34989f005d806f576d,xuzijian629,"Append dim even both dim value and param are not set (#3828)

* Append dim even both dim value and param are not set

Signed-off-by: Joe <joe@preferred.jp>

* Copy dim

Signed-off-by: Joe <joe@preferred.jp>

* Revert ""Copy dim""

This reverts commit 6623505c1f5a85d6a52eeb1ee1d3acde766cdfe1.

Signed-off-by: Joe <joe@preferred.jp>

* Simplify code

Signed-off-by: Joe <joe@preferred.jp>

Co-authored-by: Ashwini Khade <askhade@microsoft.com>",2022-01-13 00:46:31,onnx/defs/data_propagators.h,2,6,10da6f2e919c8515877e227a41cd44e86ae0bb2d,0,9
10da6f2e919c8515877e227a41cd44e86ae0bb2d,namasikanam,"Fix the bug of shape in docs (#3927)

* fix the bug of shape

Signed-off-by: namasikanam <namasikanam@gmail.com>

* fix the bug of shape

Signed-off-by: namasikanam <namasikanam@gmail.com>

Co-authored-by: Ashwini Khade <askhade@microsoft.com>",2022-01-11 06:21:19,docs/Syntax.md docs/PythonAPIOverview.md,4,4,96516aecd4c110b0ac57eba08ac236ebf7205728,0,8
96516aecd4c110b0ac57eba08ac236ebf7205728,jcwchen,"Migration to using main branch (#3925)

* add warning announce

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* Rename to main branch globally

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>",2022-01-09 05:04:49,onnx/onnx-data.proto3 .github/workflows/release_win.yml RELEASE-MANAGEMENT.md onnx/onnx.proto community/sc-election-guidelines.md docs/AddNewOp.md docs/PythonAPIOverview.md CONTRIBUTING.md docs/OnnxReleases.md onnx/checker.cc onnx/onnx.in.proto .github/workflows/release_mac.yml onnx/examples/make_model.ipynb docs/OnnxBackendTest.md onnx/onnx-ml.proto3 docs/ManagingExperimentalOps.md .github/workflows/release_linux_i686.yml .azure-pipelines/MacOS-CI.yml onnx/onnx-data.proto community/working-groups.md .azure-pipelines/Windows-CI.yml onnx/onnx.proto3 README.md docs/ImplementingAnOnnxBackend.md onnx/helper.py .github/workflows/win_no_exception_ci.yml docs/proposals/NLPinONNXproposal.md docs/CONTRIBUTING.md onnx/onnx-data.in.proto .github/workflows/release_linux_aarch64.yml community/sigs.md docs/CIPipelines.md .github/workflows/weekly_mac_ci.yml onnx/onnx-ml.proto .github/workflows/release_linux_x86_64.yml .azure-pipelines/Linux-CI.yml,102,99,60531231618431a480f2b7b18ee94763829b2c3e,0,-8
60531231618431a480f2b7b18ee94763829b2c3e,gramalingam,"Simplify function definition of context-dependent functions (#3882)

* Simplify function definition of context-dependent functions

Signed-off-by: Ganesan Ramalingam <grama@microsoft.com>

* Add missing parenthesis

Signed-off-by: Ganesan Ramalingam <grama@microsoft.com>

* Fix errors in function defs

Signed-off-by: Ganesan Ramalingam <grama@microsoft.com>

* Eliminate unused variable

Signed-off-by: Ganesan Ramalingam <grama@microsoft.com>

* Add int64 type specifier to literal

Signed-off-by: Ganesan Ramalingam <grama@microsoft.com>

Co-authored-by: Ashwini Khade <askhade@microsoft.com>",2022-01-07 23:36:09,onnx/defs/tensor/defs.cc onnx/defs/generator/defs.cc onnx/defs/function.h onnx/defs/math/defs.cc,196,401,0a894222398cee8a59eeabd77952349e82fe698b,0,-8
0a894222398cee8a59eeabd77952349e82fe698b,jcwchen,"Remind release manager to remove old onnx-weekly packages after release (#3923)

* remind release manager to remove old onnx-weekly packages

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* add steps

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>",2022-01-06 20:53:18,docs/OnnxReleases.md,3,5,7341c3f809f9f4c6fbcb577df631412b2391b295,0,-8
7341c3f809f9f4c6fbcb577df631412b2391b295,jcwchen,"Fix Linux i686 Release CI failure due to the latest NumPy (#3918)

* 3.8 and 3.9 use numpy 1.21.5

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* 1.21.4

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* 6be8011a073feeca08d256ac64335a19fc8eee4c6312668b6781ace71db0de20

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* 2021-12-19-a4d7f5a

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* 1.21.5

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* 1.16.6

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* 1.16.6

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* do not check generated

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* remove unrelated numpy

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* if

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* remove generation

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* name

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* add back

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* for testing

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* no 1.16.6

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>",2022-01-06 17:28:33,.github/workflows/manylinux/test_package_i686.sh .github/workflows/release_linux_i686.yml,11,8,a1d7ef3e9af0bc3bca9e0913979f343340f4895f,0,-8
a1d7ef3e9af0bc3bca9e0913979f343340f4895f,matteosal,"Fix old ConvTranspose shape inference and softmax upgrader (#3893)

* Fixed ConvTranspose-1 shape inference

Brings change from https://github.com/onnx/onnx/pull/3188 (for ConvTranspose-11) into old shape inference
Signed-off-by: Matteo Salvarezza <matteo.salvarezza@gmail.com>

* Fix softmax adapter

Signed-off-by: Matteo Salvarezza <matteo.salvarezza@gmail.com>

Co-authored-by: G. Ramalingam <grama@microsoft.com>",2022-01-05 23:40:27,onnx/defs/nn/old.cc onnx/version_converter/adapters/softmax_12_13.h,2,15,b3f5854d3fe9c52d2c132765c911e71496554e08,0,1
b3f5854d3fe9c52d2c132765c911e71496554e08,askhade,"Shapeinf for functions (#3722)

* add shape inference for model local functions

Signed-off-by: Ashwini Khade <askhade@microsoft.com>

* Plus tests and more changes

Signed-off-by: Ashwini Khade <askhade@microsoft.com>

* fix typo

Signed-off-by: Ashwini Khade <askhade@microsoft.com>

* Plus updates

Signed-off-by: Ashwini Khade <askhade@microsoft.com>

* Plus updates per review

Signed-off-by: Ashwini Khade <askhade@microsoft.com>

* plus updates

Signed-off-by: Ashwini Khade <askhade@microsoft.com>",2022-01-05 16:48:25,onnx/test/cpp/function_verify_test.cc onnx/shape_inference/implementation.h onnx/shape_inference/implementation.cc,536,410,0b38982c41c617a579be944bf156af4355986aa4,0,-8
0b38982c41c617a579be944bf156af4355986aa4,jcwchen,"remove old numpy in ipynb (#3916)

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>",2022-01-05 01:07:45,workflow_scripts/config.py onnx/examples/np_array_tensorproto.ipynb,7,12,65974860e20b311d14b642ce22b5a56b8c176ca5,0,-8
65974860e20b311d14b642ce22b5a56b8c176ca5,AlexandreEichenberger,"replace whitelist by safelist (#3900)

Signed-off-by: Alexandre Eichenberger <alexe@us.ibm.com>",2021-12-17 18:37:19,onnx/test/test_backend_test.py,4,4,e2072611aaac0f86414f4b5cc69d8496a86cc5fd,0,-5
e2072611aaac0f86414f4b5cc69d8496a86cc5fd,shinh,"Honor existing dim_param in shape inference (#3896)

* Honor existing dim_param

Before this change, existing dim_param was overwritten by generated
symbols like `unk__`. `NonZero` is used to test the behavior.

Signed-off-by: Shinichiro Hamaji <shinichiro.hamaji@gmail.com>

* Fix test expectation of symbolic_shape_test.py

Signed-off-by: Shinichiro Hamaji <shinichiro.hamaji@gmail.com>

* Keep the original check as suggested in review

Signed-off-by: Shinichiro Hamaji <shinichiro.hamaji@gmail.com>

* Simplify the logic of mergeShapesAndTypes

Signed-off-by: Shinichiro Hamaji <shinichiro.hamaji@gmail.com>

Co-authored-by: Ashwini Khade <askhade@microsoft.com>",2021-12-15 23:46:57,onnx/test/symbolic_shape_test.py onnx/test/shape_inference_test.py onnx/shape_inference/implementation.cc,18,19,648e3e0a8c6ccd1fa33332debf1942ac080798ae,0,9
648e3e0a8c6ccd1fa33332debf1942ac080798ae,lewtun,"Fix typos (#3894)

Signed-off-by: Lewis Tunstall <lewis.c.tunstall@gmail.com>",2021-12-14 17:42:38,docs/IR.md,2,2,0fa402af4d59df09cf1606e70093f9e4a73eeb58,0,1
0fa402af4d59df09cf1606e70093f9e4a73eeb58,jcwchen,"[CI][Doc] Add CI Pipelines doc/node tests verification (#3780)

* azp purposes

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* finish all

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* Reorder number point

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* source py$(python.version)/bin/activate

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* improve words

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* restructure

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* nit: change flow

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* fix typo

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* When the release CIs will run

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

Co-authored-by: Ashwini Khade <askhade@microsoft.com>",2021-12-09 17:48:07,workflow_scripts/config.py .azure-pipelines/Windows-CI.yml docs/CIPipelines.md .github/workflows/win_no_exception_ci.yml docs/CONTRIBUTING.md docs/OnnxReleases.md .azure-pipelines/Linux-CI.yml,49,10,8cf41aa91bddb592ddefaeb98e7ab8f4d4e60c08,0,-5
8cf41aa91bddb592ddefaeb98e7ab8f4d4e60c08,jcwchen,"Sync build documentation in CONTRIBUTING.md (#3859)

* point installation guide to readme

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* add hub, compose des

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* polish

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* nit

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* nit ONNX

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>",2021-12-09 01:14:34,docs/CONTRIBUTING.md,13,14,c9f53d00932ab60e381a71789a85db0463a8d9e0,0,-5
c9f53d00932ab60e381a71789a85db0463a8d9e0,gongsu832,"Cleanup type cast related warnings (#3801)

Signed-off-by: Gong Su <gong_su@hotmail.com>

Co-authored-by: Ashwini Khade <askhade@microsoft.com>",2021-12-08 22:29:33,onnx/version_converter/adapters/axes_input_to_attribute.h onnx/defs/schema.h onnx/version_converter/adapters/split_13_12.h onnx/version_converter/adapters/reshape_5_4.h onnx/common/tensor.h onnx/onnxifi_dummy.c,11,11,f98b19a9390943d74ce7de30de1219aea8fff914,0,-5
f98b19a9390943d74ce7de30de1219aea8fff914,jcwchen,"Check negative index for attributes of Slice-1 (#3810)

* check negative value

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* only perform rank inference

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* resolve warning

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* fix warning

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* starts + ends

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* change if; any_of; update comments

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

Co-authored-by: Ashwini Khade <askhade@microsoft.com>",2021-12-08 21:29:24,onnx/defs/tensor/old.cc,18,2,94fb49259018fc9ed95732bd7eb609bd518b0ee8,0,-5
94fb49259018fc9ed95732bd7eb609bd518b0ee8,jantonguirao,"Add compose utils (#3820)

* Add onnx.compose.merge

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* Add model check

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* Add add_prefix and expand_out_dim

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* Test negative indices for expand_out_dim

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* Add missing type check

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* Improve error reporting

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* Remove unused variables

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* Add merge_models

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* style fix

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* style fixes

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* Remove unused import

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* Address code review comments

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* Fix import

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* Fix LGTM issues

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* Add Python API usage, address code review issues, improve testing

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* Fix flake8 issues

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* add_prefix to rename local function. Drop unused initializers when merging graphs/models

Signed-off-by: Joaquin Anton <janton@nvidia.com>

* Drop unnecessary value_info entries when merging models

Signed-off-by: Joaquin Anton <janton@nvidia.com>",2021-12-07 16:27:52,onnx/compose.py onnx/test/compose_test.py onnx/__init__.py docs/PythonAPIOverview.md,1524,0,fa6f8cfdce3d86346e8a7494f3062b98416c85fb,0,1
fa6f8cfdce3d86346e8a7494f3062b98416c85fb,jcwchen,"Shape inference should not propagate missing optional outputs (#3815)

* Shape inference should not propagate missing optional outputs 

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>",2021-11-22 22:40:13,onnx/defs/tensor/defs.cc onnx/shape_inference/implementation.cc,6,0,34dbc3e3a8f4709d96e7ceba3ac38510f4ed2ff3,0,-5
34dbc3e3a8f4709d96e7ceba3ac38510f4ed2ff3,yihonglyu,"Fix some examples for ArgMax (#3851)

- test_argmax_no_keepdims_example
- test_argmax_default_axis_example
- test_argmax_no_keepdims_example_select_last_index

Signed-off-by: Yi-Hong Lyu <yilyu@microsoft.com>",2021-11-20 03:18:12,docs/Operators.md onnx/backend/test/case/node/argmax.py docs/TestCoverage.md,9,9,bc4c4c48f664d4d08cabd30a57063588d7537408,0,-8
bc4c4c48f664d4d08cabd30a57063588d7537408,hwangdeyu,"Add GridSample Operator (#3557)

* add draft grid_sampler spec

Signed-off-by: hwangdeyu <dejack953@outlook.com>

* fix Type And Shape add some detail

Signed-off-by: hwangdeyu <dejack953@outlook.com>

* add more shape tests

Signed-off-by: hwangdeyu <dejack953@outlook.com>

* add node tests

Signed-off-by: hwangdeyu <dejack953@outlook.com>

* rebase master and add torch test

Signed-off-by: hwangdeyu <dejack953@outlook.com>

* remove unuse code

Signed-off-by: hwangdeyu <dejack953@outlook.com>

* fix comments border

Signed-off-by: hwangdeyu <dejack953@outlook.com>

* change Gridsampler to Gridsample

Signed-off-by: hwangdeyu <dejack953@outlook.com>

* fix the description of the reflect attribute and padding_mode

Signed-off-by: hwangdeyu <dejack953@outlook.com>

* move gridSample version 15 to 16

Signed-off-by: hwangdeyu <dejack953@outlook.com>

Co-authored-by: Ashwini Khade <askhade@microsoft.com>",2021-11-15 17:30:19,onnx/backend/test/data/node/test_gridsample_zeros_padding/test_data_set_0/input_1.pb onnx/backend/test/data/node/test_gridsample_nearest/model.onnx onnx/backend/test/data/node/test_gridsample_aligncorners_true/model.onnx onnx/backend/test/data/node/test_gridsample_border_padding/test_data_set_0/input_0.pb docs/Operators.md onnx/backend/test/data/node/test_gridsample_nearest/test_data_set_0/input_0.pb onnx/backend/test/data/node/test_gridsample_aligncorners_true/test_data_set_0/input_1.pb docs/TestCoverage.md onnx/backend/test/data/node/test_gridsample_bicubic/test_data_set_0/input_0.pb onnx/backend/test/data/node/test_gridsample_bilinear/test_data_set_0/output_0.pb onnx/defs/operator_sets.h onnx/backend/test/data/node/test_gridsample_border_padding/test_data_set_0/output_0.pb onnx/backend/test/data/node/test_gridsample_bilinear/test_data_set_0/input_0.pb onnx/backend/test/data/node/test_gridsample_border_padding/test_data_set_0/input_1.pb onnx/backend/test/data/node/test_gridsample_reflection_padding/test_data_set_0/input_1.pb onnx/backend/test/data/node/test_gridsample_reflection_padding/test_data_set_0/output_0.pb onnx/backend/test/data/node/test_gridsample_border_padding/model.onnx onnx/backend/test/data/node/test_gridsample/model.onnx onnx/backend/test/data/node/test_gridsample_nearest/test_data_set_0/input_1.pb onnx/backend/test/data/node/test_gridsample/test_data_set_0/input_1.pb onnx/backend/test/data/node/test_gridsample_reflection_padding/model.onnx onnx/backend/test/data/node/test_gridsample_bilinear/test_data_set_0/input_1.pb onnx/backend/test/data/node/test_gridsample_bilinear/model.onnx onnx/backend/test/data/node/test_gridsample/test_data_set_0/output_0.pb onnx/backend/test/data/node/test_gridsample_nearest/test_data_set_0/output_0.pb onnx/backend/test/data/node/test_gridsample_zeros_padding/test_data_set_0/output_0.pb onnx/backend/test/data/node/test_gridsample_aligncorners_true/test_data_set_0/output_0.pb onnx/test/automatic_upgrade_test.py onnx/backend/test/data/node/test_gridsample_bicubic/model.onnx onnx/backend/test/data/node/test_gridsample_zeros_padding/model.onnx onnx/backend/test/case/node/gridsample.py docs/Changelog.md onnx/backend/test/data/node/test_gridsample_aligncorners_true/test_data_set_0/input_0.pb onnx/defs/tensor/defs.cc onnx/backend/test/data/node/test_gridsample_bicubic/test_data_set_0/input_1.pb onnx/backend/test/data/node/test_gridsample_bicubic/test_data_set_0/output_0.pb onnx/backend/test/data/node/test_gridsample_zeros_padding/test_data_set_0/input_0.pb onnx/backend/test/data/node/test_gridsample_reflection_padding/test_data_set_0/input_0.pb onnx/backend/test/data/node/test_gridsample/test_data_set_0/input_0.pb onnx/test/shape_inference_test.py,1503,1,f61fd848e33c52d89dff41c1ff32e3d9355ec959,0,8
f61fd848e33c52d89dff41c1ff32e3d9355ec959,jcwchen,"Enhance shape inference: ParseData/Transpose/QuantizeLinear (#3806)

* string check if it has raw_data

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* empty string should be OK

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* quant-10 as well

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* nit: improve error msg

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* add 2 shape inference tests

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

Co-authored-by: Ashwini Khade <askhade@microsoft.com>",2021-11-10 15:03:01,onnx/defs/quantization/defs.cc onnx/defs/tensor/old.cc onnx/defs/quantization/old.cc onnx/defs/tensor/defs.cc onnx/defs/tensor_proto_util.cc onnx/test/shape_inference_test.py,48,8,d7c546b874c2fde25e2a337f04eb1f6e08abfc62,0,-8
d7c546b874c2fde25e2a337f04eb1f6e08abfc62,garymm,"Document that Where supports multidirectional broadcasting. (#3827)

* Document that Where supports multidirectional broadcasting.

Remove the history section. Although this is useful information, it made
it tricky to insert the broadcasting text at the right place, and it's
inconsistent with all the other operators, which don't have a history
section.

Signed-off-by: Gary Miguel <garymiguel@microsoft.com>

* Update Where-9 as well.

Keep the history section too.

Signed-off-by: Gary Miguel <garymiguel@microsoft.com>

* Undo unintentional indentation.

Signed-off-by: Gary Miguel <garymiguel@microsoft.com>",2021-11-10 13:58:06,docs/Changelog.md onnx/defs/tensor/old.cc docs/Operators.md onnx/defs/tensor/defs.cc docs/Broadcasting.md,36,22,1faae95520649c93ae8d0b403816938a190f4fa7,0,-8
1faae95520649c93ae8d0b403816938a190f4fa7,liuyu21,"Fix error in Pad op convert (#3778)

* Fix bug in pad converter, value only needed in constant mode.

Signed-off-by: Yu Liu <yu.liu@enflame-tech.com>

* Fix bug in pad converter, value only needed in constant mode or default (constant).

Signed-off-by: Yu Liu <yu.liu@enflame-tech.com>

* Fix bug in pad converter. input_rank maybe 0 and will set wrong t_pads.sizes().

Signed-off-by: Yu Liu <yu.liu@enflame-tech.com>

* Fix bug in pad converter. input_rank maybe 0 and will set wrong t_pads.sizes().

Signed-off-by: Yu Liu <yu.liu@enflame-tech.com>

Co-authored-by: Yu Liu <yu.liu@enflame-tech.com>
Co-authored-by: G. Ramalingam <grama@microsoft.com>",2021-11-03 22:58:02,onnx/version_converter/adapters/pad_10_11.h,1,2,6af1ed14b2f74eb6b5a52e12e2ebffa65a34001b,0,8
6af1ed14b2f74eb6b5a52e12e2ebffa65a34001b,TomWildenhain-Microsoft,"Improve rank inference for Expand op (#3807)

* Improve rank inference for Expand op

Signed-off-by: Tom Wildenhain <tomwi@microsoft.com>

* Unnecessary dtype check in Expand shape inference

Signed-off-by: Tom Wildenhain <tomwi@microsoft.com>

* Add test for Expand rank inference

Signed-off-by: Tom Wildenhain <tomwi@microsoft.com>",2021-10-28 18:46:33,onnx/defs/math/defs.cc onnx/defs/math/old.cc onnx/test/shape_inference_test.py,47,26,ee4d1e11431eceff90eeb2073cd2a82780cce828,0,-7
ee4d1e11431eceff90eeb2073cd2a82780cce828,jcwchen,"[1.10.2] Bump version 1.10.2 globally (#3795) (#3809)

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>",2021-10-28 18:00:39,VERSION_NUMBER onnx/helper.py onnx/common/version.h docs/Versioning.md,5,3,f9a21106141940ec89fb338895cbc4f573344e0d,0,-4
f9a21106141940ec89fb338895cbc4f573344e0d,jcwchen,"Make shape inference handle MapProto (#3772)

* make shape inference handle MapProto

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* add more part which needs map

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* use todatatypestring again

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* refactor mergeInShapeInfo

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* add AddExistingSymbolicDims propagateElemTypeWithValidation

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* remove duplicate data_type_utils.h

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* move to .cc

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

Co-authored-by: Ashwini Khade <askhade@microsoft.com>",2021-10-28 04:28:26,onnx/shape_inference/implementation.cc onnx/shape_inference/implementation.h onnx/defs/shape_inference.h onnx/defs/shape_inference.cc,245,134,780b03610021d58c166b3c113b849899845421db,0,-4
780b03610021d58c166b3c113b849899845421db,TomWildenhain-Microsoft,"Clarify definition of a tensor in IR docs (#3792)

* Clarify definition of a tensor in IR docs

Signed-off-by: Tom Wildenhain <tomwi@microsoft.com>

* Update docs/IR.md

Fix typo

Co-authored-by: Kevin Chen <45886021+kevinch-nv@users.noreply.github.com>
Signed-off-by: Tom Wildenhain <tomwi@microsoft.com>

* Update tensor definition according to review

Signed-off-by: Tom Wildenhain <tomwi@microsoft.com>

Co-authored-by: Chun-Wei Chen <jacky82226@gmail.com>
Co-authored-by: Kevin Chen <45886021+kevinch-nv@users.noreply.github.com>",2021-10-27 02:41:02,docs/IR.md,23,1,d4f4c867c12bd0ef1c7b3e27cd111c608a09f8c1,0,-7
d4f4c867c12bd0ef1c7b3e27cd111c608a09f8c1,jcwchen,"[Dup] Add SpaceToDepth test cases (#3786)

* add test for spacetodepth

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

* update op.md

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>

Co-authored-by: Ashwini Khade <askhade@microsoft.com>",2021-10-26 17:45:10,onnx/backend/test/data/node/test_spacetodepth/model.onnx onnx/backend/test/data/node/test_spacetodepth_example/model.onnx onnx/backend/test/data/node/test_spacetodepth_example/test_data_set_0/input_0.pb onnx/backend/test/case/node/spacetodepth.py onnx/backend/test/data/node/test_spacetodepth/test_data_set_0/output_0.pb onnx/backend/test/data/node/test_spacetodepth/test_data_set_0/input_0.pb docs/Operators.md docs/TestCoverage.md onnx/backend/test/data/node/test_spacetodepth_example/test_data_set_0/output_0.pb,216,4,5f1a8079561a0b677c9b8f82ecabff368051e79d,0,-4
5f1a8079561a0b677c9b8f82ecabff368051e79d,jcwchen,"fix wrong model (#3798)

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>",2021-10-26 16:45:41,onnx/test/checker_test.py,2,7,d0151d78c2ba53c3c71d05608b1d892ada20507d,0,-4
d0151d78c2ba53c3c71d05608b1d892ada20507d,jcwchen,"use scalar for OneHot's depth to prevent confusion (#3774)

Signed-off-by: Chun-Wei Chen <jacky82226@gmail.com>",2021-10-22 19:52:57,docs/Operators.md onnx/backend/test/case/node/onehot.py docs/TestCoverage.md,9,9,955f4ba5cf3a18f8ca474ffd9ac11008b3c3be8b,0,-7
