,Issue#,Title,Owner,Description,Labels,Reviewers,Assignees,Opened time,Closed time,Changed Files,Commits,Events,Participants,Number of Comments,Merged,owner profile,project,url,label
88259.0,97220.0,[MPS] Add the mps device to Operator benchmarks.,kulinseth,Start adding 'mps' device to some of the operator benchmarks.,"['Stale', 'ciflow/trunk', 'ciflow/mps', 'open source', 'triaged']",['albanD'],[],2023-03-21 5:42:04,2023-07-16 3:38:37,benchmarks/operator_benchmark/pt/matmul_test.py benchmarks/operator_benchmark/pt/sum_test.py benchmarks/operator_benchmark/c2/concat_test.py benchmarks/operator_benchmark/pt/index_select_test.py benchmarks/operator_benchmark/pt/softmax_test.py benchmarks/operator_benchmark/benchmark_runner.py benchmarks/operator_benchmark/pt/tensor_to_test.py benchmarks/operator_benchmark/pt/add_test.py benchmarks/operator_benchmark/common/tests/pt_configs_list_test.py benchmarks/operator_benchmark/benchmark_core.py benchmarks/operator_benchmark/pt/cat_test.py benchmarks/operator_benchmark/pt/batchnorm_test.py benchmarks/operator_benchmark/c2/batch_gather_test.py benchmarks/operator_benchmark/common/tests/c2_cpu_gpu_forward_backward_test.py benchmarks/operator_benchmark/pt/stack_test.py benchmarks/operator_benchmark/benchmark_utils.py benchmarks/operator_benchmark/pt/matrix_mult_test.py benchmarks/operator_benchmark/benchmark_pytorch.py benchmarks/operator_benchmark/pt/split_test.py benchmarks/operator_benchmark/pt/gather_test.py benchmarks/operator_benchmark/pt/configs.py benchmarks/operator_benchmark/pt/binary_test.py benchmarks/operator_benchmark/pt/unary_test.py benchmarks/operator_benchmark/common/tests/pt_cpu_gpu_forward_backward_test.py benchmarks/operator_benchmark/pt/fill_test.py benchmarks/operator_benchmark/pt/chunk_test.py benchmarks/operator_benchmark/pt/pool_test.py benchmarks/operator_benchmark/pt/as_strided_test.py benchmarks/operator_benchmark/pt/clip_ranges_test.py benchmarks/operator_benchmark/pt/remainder_test.py,['07b13b7188633f403929c4a743dfc0c6f691316c'],"kulinseth review_requested 2023-03-21 05:42:04,kulinseth review_requested 2023-03-21 05:42:04,kulinseth review_requested 2023-03-21 05:42:04,kulinseth review_requested 2023-03-21 05:42:04,kulinseth labeled 2023-03-21 05:43:52,kulinseth labeled 2023-03-21 05:43:52,pytorchbot labeled 2023-03-21 05:46:26,albanD labeled 2023-03-21 22:50:32,github-actions[bot] labeled 2023-06-16 02:44:26,github-actions[bot] closed 2023-07-16 03:38:37","['kulinseth', 'albanD', 'pytorch-bot[bot]', 'pytorchbot', 'github-actions[bot']",4,False,ca,pytorch,https://github.com/pytorch/pytorch/pull/97220,Environmental-Dependent Processing
18349.0,51039.0,Fix missing preprocess guards in CUDNN wrapper...,christopherbate,Fixes a block of code added by by a [previous ...,"[cla: yes, size:XS]",[awpr],[gbaned],2021-07-30 2:01:37,2021-08-03 13:53:54,tensorflow/stream_executor/cuda/cuda_dnn.cc,[baef6f1654fc5c7eafa569f8ad6fb991dac234e5],google-ml-butler[bot] labeled 2021-07-30 02:01...,"[googlebot, awpr, copybara-service[bot], gbane...",7,True,ca,tensorflow,https://github.com/tensorflow/tensorflow/pull/42464,Environmental-Dependent Processing
77738.0,81486.0,[cuDNN] Work-around 32-bit indexing failures in cuDNN batchnorm,eqy,"The following workload fails on Ampere:



```

import torch

import torch.nn as nn

bn = nn.BatchNorm2d(128).cuda()

x = torch.randn([256, 128, 294, 294], device='cuda')

x = bn(x)

print(x.shape)

```



This PR adds a magic number in the `use_cudnn` condition to avoid this failure.



CC @ptrblck ","['cla signed', 'module: cudnn', 'Merged', 'open source', 'triaged']","['ngimel', 'dagitses']",['ngimel'],2022-07-14 19:01:23,2022-07-29 3:14:22,aten/src/ATen/native/Normalization.cpp,"['d2b91efbb584cab9051e5c8db9be9e2d5aa03e90', '90923bc4a1d06ee28e8d6961cffdf9acd6699e99', '4d2d0e6af306141f4cda7932ab1a4e1edb36f84d']","ptrblck mentioned 2022-07-14 19:01:23,ptrblck subscribed 2022-07-14 19:01:23,facebook-github-bot labeled 2022-07-14 19:01:27,pytorchbot labeled 2022-07-14 19:07:02,eqy head_ref_force_pushed 2022-07-14 23:34:17,eqy ready_for_review 2022-07-14 23:58:24,ngimel assigned 2022-07-15 11:42:11,dagitses labeled 2022-07-15 11:42:24,dagitses labeled 2022-07-15 11:42:24,eqy head_ref_force_pushed 2022-07-28 23:20:53,pytorchbot mentioned 2022-07-28 23:52:10,pytorchbot subscribed 2022-07-28 23:52:11,pytorchbot mentioned 2022-07-28 23:53:29,pytorchbot subscribed 2022-07-28 23:53:29,pytorchmergebot labeled 2022-07-29 03:14:16,pytorchmergebot referenced 2022-07-29 03:14:22,pytorchmergebot closed 2022-07-29 03:14:23,eqy mentioned 2022-07-29 03:14:49,eqy subscribed 2022-07-29 03:14:49,facebook-github-bot referenced 2022-08-01 04:02:57","['facebook-github-bot', 'eqy', 'pytorchbot', 'dagitses', 'ptrblck', 'github-actions[bot]', 'ngimel', 'pytorchmergebot']",5,True,ca,pytorch,https://github.com/pytorch/pytorch/pull/81486,Environmental-Dependent Processing
84845.0,91613.0,[cpu] implement erf based on oneDNN algorithm for aten::Vec,Valentine233,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #91613


Aten's `erf` implementation will invoke `MKL` function which shows better performance than current Torchinductor's `erf` implementation who calls `sleef` function in `aten::Vec`. The performance benefits from the algorithm. `sleef` uses the Taylor expansion more precise than `MKL`, resulting in longer time-consuming. As the implementations of `erf` in `oneDNN` and `MKL` are similar, we implement the algorithm of `erf` in `aten::Vec` based on `oneDNN` algorithm.



Performance data for eager v.s. inductor:

`gelu` also benefits from this modification for it uses `erf`.



<html xmlns:v=""urn:schemas-microsoft-com:vml""

xmlns:o=""urn:schemas-microsoft-com:office:office""

xmlns:x=""urn:schemas-microsoft-com:office:excel""

xmlns=""http://www.w3.org/TR/REC-html40"">



<head>



<meta name=ProgId content=Excel.Sheet>

<meta name=Generator content=""Microsoft Excel 15"">

<link id=Main-File rel=Main-File

href=""file:///C:/Users/xuanliao/AppData/Local/Temp/msohtmlclip1/01/clip.htm"">

<link rel=File-List

href=""file:///C:/Users/xuanliao/AppData/Local/Temp/msohtmlclip1/01/clip_filelist.xml"">

</head>



<body link=blue vlink=purple>







suite | op_name | improved_ratio_speedup0.2 | improved_ratio_speedup0.5 | improved_ratio_speedup0.8 | speedup_old_0.2 | RSD(3) | speedup_old_0.5 | RSD(3) | speedup_old_0.8 | RSD(3) | speedup_new_0.2 | RSD(3) | speedup_new_0.5 | RSD(3) | speedup_new_0.8 | RSD(3)

-- | -- | -- | -- | -- | -- | -- | -- | -- | -- | -- | -- | -- | -- | -- | -- | --

torchbench | aten.erf.default | 138.54% | 138.54% | 138.54% | 0.402057897 | 13.54% | 0.402057897 | 13.54% | 0.402057897 | 13.54% | 0.959050302 | 4.21% | 0.959050302 | 4.21% | 0.959050302 | 4.21%

torchbench | aten.gelu.default | 196.94% | 16.28% | 3.28% | 0.303611506 | 0.88% | 0.865411422 | 0.23% | 0.984732108 | 0.15% | 0.901534389 | 1.04% | 1.006314977 | 0.10% | 1.017019831 | 0.37%

huggingface | aten.gelu.default | 178.90% | 153.93% | 22.70% | 0.324031619 | 8.16% | 0.40085369 | 1.67% | 0.839170801 | 1.30% | 0.90371451 | 2.25% | 1.017872459 | 0.47% | 1.029638829 | 0.49%

timm | aten.gelu.default | 12.76% | 3.01% | 1.98% | 0.892005539 | 0.22% | 0.979783341 | 0.16% | 0.998917466 | 0.08% | 1.005821648 | 0.11% | 1.009227094 | 0.07% | 1.018701655 | 0.30%

torchbench | aten.gelu_backward.default | 124.25% | 53.19% | 5.96% | 0.437150835 | 6.11% | 0.664341696 | 0.24% | 0.983091818 | 2.49% | 0.980304388 | 1.86% | 1.017688734 | 0.33% | 1.041684409 | 0.74%

huggingface | aten.gelu_backward.default | 126.26% | 32.55% | 11.61% | 0.446699743 | 0.34% | 0.781550075 | 0.73% | 0.989682073 | 0.28% | 1.010687581 | 1.31% | 1.035929929 | 1.11% | 1.104549968 | 2.68%

timm | aten.gelu_backward.default | 5.65% | 1.79% | 2.58% | 0.955116562 | 0.40% | 0.99782989 | 0.18% | 1.002408412 | 0.13% | 1.00905163 | 0.07% | 1.015649447 | 0.26% | 1.028238613 | 0.24%







</body>



</html>





cc @jgong5 @mingfeima @XiaobingSuper @sanchitintel @ashokei @jingxu10 @mlazos @soumith @voznesenskym @yanboliang @penguinwu @anijain2305 @EikanWang @Guobing-Chen @chunyuan-w @zhuhaozhe @blzheng @Xia-Weiwen @wenzhe-nrv @jiayisunx @peterbell10 @desertfire","['module: inductor', 'module: cpu', 'intel', 'ciflow/trunk', 'Merged', 'topic: not user facing', 'open source']","['jgong5', 'mingfeima', 'desertfire', 'EikanWang']",[],2023-01-03 8:28:45,2023-01-06 1:20:56,docs/source/func.api.rst torch/csrc/Generator.cpp test/distributed/fsdp/test_fsdp_ignored_modules.py test/functorch/test_eager_transforms.py test/test_linalg.py torch/csrc/Device.cpp aten/src/ATen/detail/MPSHooksInterface.h torch/ao/quantization/backend_config/backend_config.py torch/testing/_internal/common_utils.py aten/src/ATen/Context.h torch/_C/__init__.pyi.in aten/src/ATen/native/transformers/sdp_utils_cpp.h test/test_mps.py aten/src/ATen/native/mkldnn/Utils.cpp test/test_sparse.py aten/src/ATen/cpu/vec/vec512/vec512_float.h .github/workflows/periodic.yml aten/src/ATen/native/mps/OperationUtils.mm torch/ao/quantization/fx/custom_config.py test/inductor/test_torchinductor.py torch/_inductor/codegen/triton.py aten/src/ATen/cpu/vec/vec256/vec256_float.h docs/source/func.batch_norm.rst torch/signal/windows/windows.py torch/fx/experimental/symbolic_shapes.py aten/src/ATen/native/cpu/IndexKernel.cpp torch/_inductor/scheduler.py aten/src/ATen/native/transformers/cuda/sdp_utils.h .circleci/config.yml torch/distributed/_tools/memory_tracker.py benchmarks/dynamo/common.py torch/distributed/fsdp/_init_utils.py torch/func/__init__.py docs/source/tensor_attributes.rst torch/autograd/function.py aten/src/ATen/mps/MPSHooks.h benchmarks/distributed/ddp/compare/README.md torch/__init__.py benchmarks/distributed/ddp/compare/compare_ddp.py aten/src/ATen/native/cuda/Blas.cpp torch/utils/_contextlib.py caffe2/python/transformations_test.py .circleci/generate_config_yml.py docs/source/notes/extending.func.rst aten/src/ATen/mps/MPSHooks.cpp torch/_inductor/overrides.py torch/testing/_internal/common_modules.py aten/src/ATen/native/cpu/ReduceOpsKernel.cpp aten/src/ATen/native/ReduceOps.cpp torch/autograd/grad_mode.py benchmarks/distributed/ddp/compare/python_ddp.py torch/distributed/fsdp/_common_utils.py aten/src/ATen/mps/MPSGeneratorImpl.mm torch/utils/_device.py test/run_test.py torch/_inductor/codegen/cpp.py third_party/kineto torch/_meta_registrations.py aten/src/ATen/native/TensorConversions.cpp test/test_overrides.py torch/testing/_internal/common_methods_invocations.py aten/src/ATen/native/mps/operations/Indexing.mm torch/_functorch/functional_call.py test/test_utils.py aten/src/ATen/mps/MPSGeneratorImpl.h torch/distributed/fsdp/fully_sharded_data_parallel.py aten/src/ATen/native/mps/operations/Distributions.mm aten/src/ATen/native/native_functions.yaml test/test_cuda.py functorch/examples/ensembling/parallel_train.py torch/overrides.py aten/src/ATen/mps/MPSFallback.mm aten/src/ATen/native/LinearAlgebra.cpp torch/_inductor/mkldnn.py docs/source/notes/extending.rst aten/src/ATen/native/mps/OperationUtils.h test/dynamo/test_repros.py aten/src/ATen/cuda/CublasHandlePool.cpp test/test_stateless.py docs/source/torch.rst aten/src/ATen/native/mps/operations/ReduceOps.mm,"['d4ae455b25dc456224bade76f8eb07dcf9d403ec', '2ff3d618c7223c23e7d1523fac5e77e084b9a788', '67c6416929caf1f67fbcf7d52a811506ea432da1']","Valentine233 referenced 2023-01-03 08:29:00,github-actions[bot] labeled 2023-01-03 08:29:00,jgong5 mentioned 2023-01-03 08:29:03,jgong5 subscribed 2023-01-03 08:29:03,mingfeima mentioned 2023-01-03 08:29:03,mingfeima subscribed 2023-01-03 08:29:03,XiaobingSuper mentioned 2023-01-03 08:29:03,XiaobingSuper subscribed 2023-01-03 08:29:04,sanchitintel mentioned 2023-01-03 08:29:04,sanchitintel subscribed 2023-01-03 08:29:04,ashokei mentioned 2023-01-03 08:29:04,ashokei subscribed 2023-01-03 08:29:04,jingxu10 mentioned 2023-01-03 08:29:04,jingxu10 subscribed 2023-01-03 08:29:04,Valentine233 renamed 2023-01-03 08:29:27,Valentine233 convert_to_draft 2023-01-03 08:29:30,Valentine233 labeled 2023-01-03 08:30:13,pytorchbot labeled 2023-01-03 08:31:34,Valentine233 renamed 2023-01-03 08:31:56,Valentine233 review_requested 2023-01-04 03:35:52,Valentine233 review_requested 2023-01-04 03:35:52,Valentine233 review_requested 2023-01-04 03:35:52,Valentine233 ready_for_review 2023-01-04 03:38:07,Valentine233 labeled 2023-01-04 06:34:53,Valentine233 review_requested 2023-01-04 06:49:40,Valentine233 review_requested 2023-01-04 06:49:40,Valentine233 review_requested 2023-01-04 06:49:40,mingfeima labeled 2023-01-04 07:43:40,Valentine233 referenced 2023-01-04 09:49:23,github-actions[bot] labeled 2023-01-04 09:49:27,mlazos mentioned 2023-01-04 09:49:30,mlazos subscribed 2023-01-04 09:49:30,soumith mentioned 2023-01-04 09:49:30,soumith subscribed 2023-01-04 09:49:30,voznesenskym mentioned 2023-01-04 09:49:30,voznesenskym subscribed 2023-01-04 09:49:31,yanboliang mentioned 2023-01-04 09:49:31,yanboliang subscribed 2023-01-04 09:49:31,penguinwu mentioned 2023-01-04 09:49:31,penguinwu subscribed 2023-01-04 09:49:31,anijain2305 mentioned 2023-01-04 09:49:31,anijain2305 subscribed 2023-01-04 09:49:31,EikanWang mentioned 2023-01-04 09:49:31,EikanWang subscribed 2023-01-04 09:49:31,Guobing-Chen mentioned 2023-01-04 09:49:31,Guobing-Chen subscribed 2023-01-04 09:49:31,chunyuan-w mentioned 2023-01-04 09:49:31,chunyuan-w subscribed 2023-01-04 09:49:32,zhuhaozhe mentioned 2023-01-04 09:49:32,zhuhaozhe subscribed 2023-01-04 09:49:32,blzheng mentioned 2023-01-04 09:49:32,blzheng subscribed 2023-01-04 09:49:32,Xia-Weiwen mentioned 2023-01-04 09:49:32,Xia-Weiwen subscribed 2023-01-04 09:49:32,wenzhe-nrv mentioned 2023-01-04 09:49:32,wenzhe-nrv subscribed 2023-01-04 09:49:32,jiayisunx mentioned 2023-01-04 09:49:32,jiayisunx subscribed 2023-01-04 09:49:32,peterbell10 mentioned 2023-01-04 09:49:32,peterbell10 subscribed 2023-01-04 09:49:33,desertfire mentioned 2023-01-04 09:49:33,desertfire subscribed 2023-01-04 09:49:33,Valentine233 referenced 2023-01-05 14:46:58,pytorchbot mentioned 2023-01-06 01:18:57,pytorchbot subscribed 2023-01-06 01:18:57,pytorchmergebot labeled 2023-01-06 01:20:53,pytorchmergebot referenced 2023-01-06 01:20:55,pytorchmergebot closed 2023-01-06 01:20:56,facebook-github-bot head_ref_deleted 2023-06-08 14:56:53","['jiayisunx', 'zhuhaozhe', 'mlazos', 'sanchitintel', 'Guobing-Chen', 'github-actions[bot]', 'jgong5', 'XiaobingSuper', 'ashokei', 'yanboliang', 'jingxu10', 'pytorchbot', 'anijain2305', 'chunyuan-w', 'soumith', 'EikanWang', 'penguinwu', 'desertfire', 'wenzhe-nrv', 'mingfeima', 'Xia-Weiwen', 'facebook-github-bot', 'blzheng', 'pytorch-bot[bot]', 'Valentine233', 'peterbell10', 'pytorchmergebot', 'voznesenskym']",4,True,ca,pytorch,https://github.com/pytorch/pytorch/pull/91613,Environmental-Dependent Processing
97267.0,110836.0,"[2/N] Enable Wunused-result, Wunused-variable and Wmissing-braces in torch targets",cyyever,"This PR enables Wunused-result, Wunused-variable and Wmissing-braces because our code base is clean.","['topic: not user facing', 'ciflow/trunk', 'ciflow/periodic', 'Merged', 'ciflow/binaries', 'open source', 'triaged']",['Skylion007'],[],2023-10-08 23:59:31,2023-10-11 23:49:21,torch/csrc/cuda/Module.cpp torch/csrc/profiler/collection.cpp cmake/public/cuda.cmake cmake/public/utils.cmake torch/CMakeLists.txt,"['aa53479d268151e7e2522483a72245f10c6de387', 'fece57f005fc5d811959e1e3b54ebda53246b39a']","cyyever convert_to_draft 2023-10-08 23:59:46,pytorchbot labeled 2023-10-09 00:01:37,pytorchbot mentioned 2023-10-09 00:18:48,pytorchbot subscribed 2023-10-09 00:18:48,pytorch-bot[bot] labeled 2023-10-09 00:18:53,cyyever renamed 2023-10-09 01:04:07,cyyever head_ref_force_pushed 2023-10-09 01:35:53,pytorchbot mentioned 2023-10-09 02:20:02,pytorchbot subscribed 2023-10-09 02:20:02,pytorch-bot[bot] labeled 2023-10-09 02:20:09,cyyever renamed 2023-10-09 02:20:57,pytorchbot mentioned 2023-10-09 02:38:24,pytorchbot subscribed 2023-10-09 02:38:24,pytorch-bot[bot] labeled 2023-10-09 02:38:31,pytorchbot mentioned 2023-10-09 03:50:20,pytorchbot subscribed 2023-10-09 03:50:21,cyyever ready_for_review 2023-10-09 05:03:03,cyyever review_requested 2023-10-09 05:03:03,mikaylagawarecki review_requested 2023-10-09 22:09:09,mikaylagawarecki labeled 2023-10-09 22:09:17,pytorch mentioned 2023-10-10 14:32:00,Skylion007 labeled 2023-10-10 19:58:29,pytorchmergebot mentioned 2023-10-11 00:55:39,pytorchmergebot subscribed 2023-10-11 00:55:40,pytorchmergebot labeled 2023-10-11 00:57:20,pytorchmergebot unlabeled 2023-10-11 00:57:59,pytorchbot mentioned 2023-10-11 06:18:27,pytorchbot subscribed 2023-10-11 06:18:27,pytorchbot mentioned 2023-10-11 06:21:14,pytorchbot subscribed 2023-10-11 06:21:14,pytorchmergebot head_ref_force_pushed 2023-10-11 06:21:24,pytorchbot mentioned 2023-10-11 16:26:59,pytorchbot subscribed 2023-10-11 16:26:59,pytorchbot mentioned 2023-10-11 16:29:11,pytorchbot subscribed 2023-10-11 16:29:11,pytorchmergebot head_ref_force_pushed 2023-10-11 16:29:21,pytorchmergebot mentioned 2023-10-11 23:46:50,pytorchmergebot subscribed 2023-10-11 23:46:50,pytorchmergebot labeled 2023-10-11 23:48:36,pytorchmergebot labeled 2023-10-11 23:49:19,pytorchmergebot unlabeled 2023-10-11 23:49:20,pytorchmergebot referenced 2023-10-11 23:49:21,pytorchmergebot closed 2023-10-11 23:49:22,cyyever head_ref_deleted 2023-10-12 13:45:44,isdanni referenced 2023-10-13 04:00:30","['pytorchbot', 'pytorch', 'Skylion007', 'cyyever', 'pytorchmergebot', 'isdanni', 'mikaylagawarecki', 'pytorch-bot[bot']",17,True,ca,pytorch,https://github.com/pytorch/pytorch/pull/110836,Environmental-Dependent Processing
45389.0,34972.0,"[WIP] Revert ""[WIP][Copy] Parallelize cpu index_put accumulate float type path by using cpu_atomic_add_float""",VitalyFedyunin,"Stack from [ghstack](https://github.com/ezyang/ghstack):
* **#34972 [WIP] Revert ""[WIP][Copy] Parallelize cpu index_put accumulate float type path by using cpu_atomic_add_float""**
* #34956 [WIP][Copy] Parallelize cpu index_put accumulate float type path by using cpu_atomic_add_float

This reverts commit 8bd080ff7a040da798cbae27f45bfc6777e8cb8d.

Differential Revision: [D20518639](https://our.internmc.facebook.com/intern/diff/D20518639)",[],[],[],2020-03-18 19:38:36,2020-03-24 19:56:03,aten/src/ATen/native/TensorIterator.cpp aten/src/ATen/native/cpu/IndexKernel.cpp aten/src/ATen/native/TensorIterator.h aten/src/ATen/native/cpu/AtomicAddFloat.h,['6392d083f51ba800ddcd2028fa145dc6a1a9ddde'],"VitalyFedyunin referenced 2020-03-18 19:38:45,VitalyFedyunin closed 2020-03-24 19:56:04,facebook-github-bot head_ref_deleted 2020-04-24 14:16:50","['VitalyFedyunin', 'dr-ci[bot]', 'facebook-github-bot']",1,False,ca,pytorch,https://github.com/pytorch/pytorch/pull/34972,Environmental-Dependent Processing
132478.0,16928.0,[CI] Disable builds based on ubuntu 14.04 as Ubuntu 14 is EOL and the���,larroy,"��� container can't be built right now.

","['Disabled test', 'CI', 'Test']","['samskalicky', 'mseth10']",[],2019-11-27 21:40:56,2019-11-30 2:53:50,,[],"larroy review_requested 2019-11-27 21:40:57,larroy review_requested 2019-11-27 21:40:57,samskalicky mentioned 2019-11-27 21:41:17,lanking520 mentioned 2019-11-27 21:41:17,mseth10 mentioned 2019-11-27 21:41:17,samskalicky subscribed 2019-11-27 21:41:17,lanking520 subscribed 2019-11-27 21:41:17,mseth10 subscribed 2019-11-27 21:41:17,larroy mentioned 2019-11-28 02:48:20,larroy subscribed 2019-11-28 02:48:20,larroy mentioned 2019-11-29 02:37:08,larroy subscribed 2019-11-29 02:37:08,haojin2 labeled 2019-11-29 05:39:47,haojin2 labeled 2019-11-29 05:39:52,haojin2 labeled 2019-11-29 05:39:54,haojin2 added_to_project 2019-11-29 05:39:56,leezu mentioned 2019-11-29 23:39:35,leezu subscribed 2019-11-29 23:39:35,marcoabreu mentioned 2019-11-30 00:10:06,marcoabreu subscribed 2019-11-30 00:10:07,larroy closed 2019-11-30 02:53:50,larroy head_ref_force_pushed 2019-11-30 02:53:50,larroy moved_columns_in_project 2019-11-30 02:53:51","['larroy', 'samskalicky', 'leezu', 'marcoabreu', 'mseth10', 'haojin2', 'lanking520']",9,False,ca,mxnet,https://github.com/apache/mxnet/pull/16928,Environmental-Dependent Processing
131911.0,15946.0,Cherry pick scala fix into 1.5.x branch,frankfliu,"## Description ##

Cherry pick Scala fix into 1.5.x branch



## Checklist ##

### Essentials ###

Please feel free to remove inapplicable items for your PR.

- [X] Changes are complete (i.e. I finished coding on this PR)

- [X] All changes have test coverage:

- Unit tests are added for small changes to verify correctness (e.g. adding a new operator)

- Nightly tests are added for complicated/long-running ones (e.g. changing distributed kvstore)

- Build tests will be added for build configuration changes (e.g. adding a new build option with NCCL)

- [X] Code is well-documented: 

- For user-facing API changes, API doc string has been updated. 

- For new C++ functions in header files, their functionalities and arguments are documented. 

- For new examples, README.md is added to explain the what the example does, the source of the dataset, expected performance on test set and reference to the original paper if applicable

- Check the API doc at http://mxnet-ci-doc.s3-accelerate.dualstack.amazonaws.com/PR-$PR_ID/$BUILD_ID/index.html

- [X] To the my best knowledge, examples are either not affected by this change, or have been fixed to be compatible with this change



",['pr-awaiting-review'],[],[],2019-08-19 20:32:51,2019-09-16 20:44:44,scala-package/core/src/main/scala/org/apache/mxnet/NDArray.scala scala-package/native/src/main/native/org_apache_mxnet_native_c_api.cc scala-package/core/src/main/scala/org/apache/mxnet/DType.scala scala-package/core/src/main/scala/org/apache/mxnet/LibInfo.scala scala-package/core/src/main/scala/org/apache/mxnet/SparseNDArray.scala scala-package/core/src/test/scala/org/apache/mxnet/SparseNDArraySuite.scala ci/docker/runtime_functions.sh ci/jenkins/Jenkins_steps.groovy scala-package/core/src/main/scala/org/apache/mxnet/SparseFormat.scala scala-package/core/src/main/scala/org/apache/mxnet/Executor.scala scala-package/native/src/main/native/org_apache_mxnet_native_c_api.h scala-package/core/src/test/scala/org/apache/mxnet/NDArraySuite.scala,"['6d321052caf6852a19af1553b5a3ee2708cd4f1b', '07763a6842a92894c56dc90a192d8e20a39a98f2']","frankfliu review_requested 2019-08-19 20:32:51,frankfliu review_requested 2019-08-19 20:32:51,mxnet-label-bot mentioned 2019-08-26 16:23:04,mxnet-label-bot subscribed 2019-08-26 16:23:04,marcoabreu labeled 2019-08-26 16:23:06,frankfliu closed 2019-09-16 20:44:44,frankfliu head_ref_deleted 2019-11-16 19:07:55","['mxnet-label-bot', 'marcoabreu', 'frankfliu', 'anirudhacharya']",1,False,ca,mxnet,https://github.com/apache/mxnet/pull/15946,General Utility
124205.0,285.0,check writable bit in NDArray,pluskid,"att. raise `ValueError` when attempting to modify readonly `NDArray`.
",[],[],[],2015-10-14 0:07:58,2015-10-14 2:22:13,R-package/R/initializer.R doc/build.md include/mxnet/c_api.h src/c_api.cc R-package/R/metric.R include/mxnet/kvstore.h R-package/R/random.R python/mxnet/libinfo.py R-package/src/symbol.cc tests/python/distributed/test_mlp.py R-package/R/util.R R-package/R/optimizer.R R-package/src/ndarray.cc R-package/demo/basic_ndarray.R src/kvstore/kvstore_device.h doc/developer-guide/note_engine.md src/kvstore/kvstore.cc tests/python/multi-node/dist_sync_kvstore.py cmake/Modules/FindOpenBLAS.cmake R-package/demo/basic_nn.R R-package/R/symbol.R R-package/tests/testthat/test_symbol.R tests/python/multi-node/local_mlp.py tests/python/multi-node/test_data.py R-package/tests/testthat/test_ndarray.R CONTRIBUTORS.md tests/python/multi-node/local_inception.py R-package/demo/basic_model.R R-package/src/ndarray.h R-package/man/mxnet-package.Rd ps-lite CMakeLists.txt R-package/R/executor.R tests/python/multi-node/local_lenet.py R-package/src/executor.h src/kvstore/mxnet_ps_node.h R-package/R/io.R src/kvstore/kvstore_dist.h python/mxnet/ndarray.py R-package/R/callback.R R-package/R/context.R tests/python/multi-node/common.py R-package/src/executor.cc R-package/demo/basic_executor.R doc/python/tutorial.md dmlc-core mshadow python/mxnet/kvstore.py tests/python/multi-node/data.py R-package/R/ndarray.R R-package/R/model.R tests/python/multi-node/README.md,"['d790b640627f3b827d4a225f57709407af5ba689', '5f027ab28a115f476e3f8a90096b912897a25883']","tqchen referenced 2015-10-14 02:22:13,tqchen merged 2015-10-14 02:22:13,tqchen closed 2015-10-14 02:22:13,eric-haibin-lin referenced 2017-12-02 20:32:22,iblislin referenced 2018-03-18 13:24:24","['tqchen', 'eric-haibin-lin', 'pluskid', 'iblislin']",0,True,ca,mxnet,https://github.com/apache/mxnet/pull/285,General Utility
123764.0,18618.0,Increase test coverage in `common/dtypes_test.py`,Faisal-Alsrheed,,['size:S'],['fchollet'],['gbaned'],2023-10-16 6:54:32,2023-10-16 10:41:52,keras/backend/common/dtypes_test.py,"['3668490fcd868ada3389f35606d61401d9d36475', '8fda172348a6329b6c5f0d83c1e91b78a7e81862', '7d48ab3c260e9614c75c88492aacfc13abd050be', '9f0b6cdf072b5ef6c4c73788e98c9cc0a7eb71fe']","google-ml-butler[bot] labeled 2023-10-16 06:54:35,gbaned assigned 2023-10-16 06:54:36,Faisal-Alsrheed renamed 2023-10-16 09:26:49,Faisal-Alsrheed ready_for_review 2023-10-16 09:26:55,google-ml-butler[bot] labeled 2023-10-16 10:41:50,google-ml-butler[bot] labeled 2023-10-16 10:41:50,fchollet referenced 2023-10-16 10:41:52,fchollet merged 2023-10-16 10:41:52,fchollet closed 2023-10-16 10:41:52,google-ml-butler[bot] unlabeled 2023-10-16 10:41:55,google-ml-butler[bot] unlabeled 2023-10-16 10:41:56,Faisal-Alsrheed head_ref_deleted 2023-10-17 16:22:18","['codecov-commenter', 'gbaned', 'fchollet', 'Faisal-Alsrheed', 'google-ml-butler[bot]']",1,True,ca,keras,https://github.com/keras-team/keras/pull/18618,General Utility
